read_id	most_likely_taxon	confidence	assignment_certainty	taxon_name	kingdom
be7986e5-9e24-4e05-a044-86297dd85d4c	10003474	1.0	confident	Serratia marcescens	Bacteria
21516b72-eade-40bb-8552-16f4b39ed5f3	10003474	1.0	confident	Serratia marcescens	Bacteria
9c5a6c51-8cfa-4c97-b7c6-2e629efabbbc	10003474	1.0	confident	Serratia marcescens	Bacteria
5d3e032d-6356-47eb-b158-d1c64f459674	10003474	1.0	confident	Serratia marcescens	Bacteria
a3587ec2-11c4-455e-9946-3479dad6d498	10003474	1.0	confident	Serratia marcescens	Bacteria
a857d189-5680-49b5-bcf2-699fd0f7d311	10003474	1.0	confident	Serratia marcescens	Bacteria
3f6504dc-2f4b-492e-a21b-410026890f65	10003474	1.0	confident	Serratia marcescens	Bacteria
85056299-abc3-4b21-aa8b-7c4cf67fcab3	10003474	1.0	confident	Serratia marcescens	Bacteria
00b98b9a-8edf-4011-8cfc-20a5c31f36e2	10003474	1.0	confident	Serratia marcescens	Bacteria
cc6f8138-292b-4452-b7f0-0d850186f5c0	10003474	1.0	confident	Serratia marcescens	Bacteria
2f70b833-cbaf-43a5-8150-87225fde56f6	10003474	1.0	confident	Serratia marcescens	Bacteria
e270bdd5-1e99-4b17-a57e-af84a5cdb71c	10003474	1.0	confident	Serratia marcescens	Bacteria
4df098a8-ae5e-4759-9bf4-c026dd27089a	10003474	1.0	confident	Serratia marcescens	Bacteria
cbac6612-f44b-4dec-9635-ef5d26878a3d	10003474	1.0	confident	Serratia marcescens	Bacteria
b36e2187-1d5b-4f29-8aca-6cd5dc68059a	10003474	1.0	confident	Serratia marcescens	Bacteria
11e0ab01-ea9a-4b94-8b30-8039c7bf5486	10003474	1.0	confident	Serratia marcescens	Bacteria
a981d6d9-d542-4fec-a6c3-703fb52f51ea	10003474	1.0	confident	Serratia marcescens	Bacteria
cfc0c923-11a2-4ce6-91ec-0fe95ab5aafd	10003474	1.0	confident	Serratia marcescens	Bacteria
56692c1e-854f-4e3d-a833-af756a002212	10003474	1.0	confident	Serratia marcescens	Bacteria
08bce0ac-ec13-4dd4-b02e-95805423cac4	10003474	1.0	confident	Serratia marcescens	Bacteria
68d3f0b0-ed34-4a94-bdfd-e4ec5c6d1ce0	10003474	1.0	confident	Serratia marcescens	Bacteria
04a8762d-00ea-432a-b958-4c3af8613e08	10003474	1.0	confident	Serratia marcescens	Bacteria
